record_id,product_id,sku,screen_size_inch,resolution,refresh_rate_hz,panel_type,response_time_ms
phongvu_241001895.0,584466,241001895.0,27.0,1920x1080,280.0,VA,0.5
phongvu_241002919.0,585680,241002919.0,27.0,1920x1080,180.0,VA,1.0
phongvu_241003579.0,586242,241003579.0,27.0,1920x1080,120.0,IPS,1.0
phongvu_241003817.0,586551,241003817.0,32.0,2560x1440,180.0,IPS,1.0
phongvu_241003818.0,586550,241003818.0,27.0,,60.0,IPS,5.0
phongvu_241003819.0,586553,241003819.0,27.0,2560x1440,360.0,OLED,0.03
phongvu_241003820.0,586554,241003820.0,27.0,2560x1440,180.0,IPS,1.0
phongvu_241004520.0,587306,241004520.0,27.0,,160.0,IPS,1.0
phongvu_241004685.0,587470,241004685.0,24.5,1920x1080,100.0,IPS,1.0
phongvu_241101874.0,589981,241101874.0,21.4,1920x1080,75.0,VA,8.0
phongvu_241103022.0,590505,241103022.0,27.0,,60.0,IPS,5.0
phongvu_241103252.0,590574,241103252.0,43.0,,60.0,VA,4.0
phongvu_241103253.0,590575,241103253.0,32.0,,240.0,OLED,0.03
phongvu_241103254.0,590576,241103254.0,27.0,,60.0,IPS,5.0
phongvu_241104670.0,591665,241104670.0,23.8,1920x1080,100.0,IPS,5.0
phongvu_241104790.0,591784,241104790.0,27.0,2560x1440,180.0,IPS,1.0
phongvu_241104881.0,591883,241104881.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_241104888.0,591890,241104888.0,23.8,1920x1080,75.0,,
phongvu_241104891.0,591893,241104891.0,24.0,1920x1080,75.0,IPS,5.0
phongvu_241104893.0,591895,241104893.0,23.8,1920x1080,75.0,,
phongvu_241104900.0,591902,241104900.0,23.8,1920x1080,75.0,,
phongvu_241105092.0,592072,241105092.0,31.5,1920x1080,250.0,VA,1.0
phongvu_241105100.0,592082,241105100.0,21.5,1920x1080,100.0,IPS,8.0
phongvu_241105107.0,592091,241105107.0,27.0,1920x1080,100.0,IPS,8.0
phongvu_241105114.0,592098,241105114.0,27.0,2560x1440,240.0,IPS,5.0
phongvu_241105140.0,592124,241105140.0,23.8,1920x1080,120.0,IPS,1.0
phongvu_241105147.0,592131,241105147.0,27.0,1920x1080,120.0,IPS,1.0
phongvu_241105148.0,592132,241105148.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_241105152.0,592136,241105152.0,27.0,2560x1440,75.0,IPS,5.0
phongvu_241201663.0,594608,241201663.0,27.0,1920x1080,180.0,VA,1.0
phongvu_241201696.0,594643,241201696.0,27.0,1920x1080,120.0,IPS,1.0
phongvu_241201700.0,594649,241201700.0,27.0,2560x1440,100.0,IPS,1.0
phongvu_241201702.0,594651,241201702.0,24.5,1920x1080,120.0,IPS,1.0
phongvu_241201706.0,594654,241201706.0,27.0,2560x1440,100.0,IPS,1.0
phongvu_241201711.0,594659,241201711.0,23.8,1920x1080,120.0,IPS,1.0
phongvu_241206528.0,598625,241206528.0,27.0,1920x1080,180.0,VA,5.0
phongvu_250111505.0,610961,250111505.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_250115556.0,615012,250115556.0,34.0,,120.0,VA,1.0
phongvu_250115754.0,615126,250115754.0,27.0,1920x1080,120.0,IPS,1.0
phongvu_250116333.0,615666,250116333.0,23.8,1920x1080,200.0,IPS,1.0
phongvu_250116334.0,615667,250116334.0,27.0,1920x1080,200.0,IPS,1.0
phongvu_250116585.0,615916,250116585.0,27.0,2560x1440,180.0,VA,1.0
phongvu_250116713.0,616045,250116713.0,21.5,1920x1080,100.0,VA,1.0
phongvu_250203232.0,617851,250203232.0,23.8,1920x1080,100.0,IPS,8.0
phongvu_250204610.0,618867,250204610.0,,,,,
phongvu_250204731.0,618980,250204731.0,24.0,1920x1080,100.0,IPS,5.0
phongvu_250204733.0,618983,250204733.0,27.0,,60.0,IPS,5.0
phongvu_250204734.0,618984,250204734.0,24.0,1920x1080,120.0,IPS,5.0
phongvu_250204737.0,643831,250204737.0,27.0,1920x1080,100.0,IPS,5.0
phongvu_250204741.0,618991,250204741.0,23.8,1920x1080,170.0,IPS,1.0
phongvu_250204747.0,618997,250204747.0,27.0,,60.0,IPS,5.0
phongvu_250206344.0,619942,250206344.0,27.0,1920x1080,180.0,IPS,0.5
phongvu_250301446.0,621559,250301446.0,27.0,1920x1080,180.0,IPS,1.0
phongvu_250301447.0,621562,250301447.0,27.0,1920x1080,100.0,IPS,5.0
phongvu_250301448.0,621560,250301448.0,24.0,1920x1080,180.0,IPS,1.0
phongvu_250301621.0,621733,250301621.0,27.0,2560x1440,100.0,IPS,4.0
phongvu_250302098.0,622186,250302098.0,27.0,2560x1440,120.0,IPS,8.0
phongvu_250302216.0,622298,250302216.0,27.0,2560x1440,100.0,IPS,6.0
phongvu_250302275.0,622355,250302275.0,34.0,,180.0,VA,1.0
phongvu_250302281.0,622364,250302281.0,24.5,1920x1080,200.0,IPS,1.0
phongvu_250302288.0,622370,250302288.0,27.0,1920x1080,180.0,IPS,1.0
phongvu_250302295.0,622377,250302295.0,27.0,2560x1440,180.0,IPS,1.0
phongvu_250302301.0,622384,250302301.0,27.0,2560x1440,180.0,IPS,1.0
phongvu_250302317.0,622398,250302317.0,32.0,2560x1440,170.0,VA,1.0
phongvu_250305244.0,625344,250305244.0,23.8,1920x1080,120.0,IPS,4.0
phongvu_250307087.0,627209,250307087.0,21.45,1920x1080,100.0,VA,5.0
phongvu_250307088.0,627210,250307088.0,21.45,1920x1080,100.0,VA,7.0
phongvu_250307384.0,627502,250307384.0,27.0,1920x1080,120.0,IPS,5.0
phongvu_250308217.0,628343,250308217.0,22.0,1920x1080,75.0,IPS,
phongvu_250308226.0,628352,250308226.0,24.0,1920x1080,75.0,IPS,
phongvu_250309233.0,629370,250309233.0,23.8,1920x1080,100.0,IPS,5.0
phongvu_250309235.0,629366,250309235.0,27.0,1920x1080,180.0,IPS,1.0
phongvu_250309236.0,629367,250309236.0,44.5,,240.0,OLED,0.03
phongvu_250400434.0,632381,250400434.0,21.5,1920x1080,75.0,TN,1.0
phongvu_250401987.0,633945,250401987.0,23.8,1920x1080,146.0,IPS,1.0
phongvu_250401988.0,633946,250401988.0,27.0,1920x1080,146.0,IPS,1.0
phongvu_250402077.0,634035,250402077.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_250402764.0,634723,250402764.0,23.8,1920x1080,100.0,IPS,4.0
phongvu_250406416.0,638405,250406416.0,24.5,1920x1080,300.0,IPS,0.5
phongvu_250412660.0,644749,250412660.0,27.0,,240.0,OLED,0.03
phongvu_250413909.0,646035,250413909.0,27.0,2560x1440,480.0,OLED,0.03
phongvu_250415799.0,647939,250415799.0,,1920x1080,144.0,IPS,1.0
phongvu_250504133.0,655948,250504133.0,27.0,2560x1440,100.0,IPS,5.0
phongvu_250506441.0,658263,250506441.0,26.5,2560x1440,240.0,OLED,0.03
phongvu_250510206.0,662122,250510206.0,27.0,2560x1440,180.0,IPS,1.0
phongvu_250512188.0,666209,250512188.0,24.0,1920x1080,75.0,VA,5.0
phongvu_250520204.0,676231,250520204.0,,3840 x 2160,60.0,VA,4.0
phongvu_250520214.0,676241,250520214.0,32.0,3840 x 2160,144.0,IPS,1.0
phongvu_250520227.0,676254,250520227.0,23.8,1920x1080,180.0,IPS,1.0
phongvu_250520228.0,676255,250520228.0,23.8,1920x1080,180.0,IPS,1.0
phongvu_250520232.0,676259,250520232.0,23.8,1920x1080,180.0,IPS,1.0
phongvu_250520233.0,676260,250520233.0,23.8,1920x1080,180.0,IPS,1.0
phongvu_250520234.0,676261,250520234.0,23.8,1920x1080,180.0,IPS,1.0
phongvu_250520238.0,676265,250520238.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_250520582.0,676614,250520582.0,21.45,1920x1080,100.0,VA,4.0
phongvu_250520590.0,676617,250520590.0,27.0,,60.0,IPS,6.0
phongvu_250520596.0,676624,250520596.0,27.0,1920x1080,200.0,IPS,0.5
phongvu_250520870.0,676902,250520870.0,27.0,1920x1080,100.0,IPS,5.0
phongvu_250601146.0,678932,250601146.0,27.0,1920x1080,75.0,VA,8.0
phongvu_250602706.0,680497,250602706.0,21.5,1920x1080,100.0,IPS,1.0
phongvu_250633615.0,711426,250633615.0,27.0,1920x1080,144.0,IPS,0.5
phongvu_250633616.0,711427,250633616.0,24.5,1920x1080,120.0,IPS,1.0
phongvu_250633617.0,711430,250633617.0,27.0,1920x1080,100.0,IPS,1.0
phongvu_250633618.0,711429,250633618.0,27.0,1920x1080,280.0,VA,0.5
phongvu_250633619.0,711425,250633619.0,23.8,1920x1080,120.0,IPS,1.0
phongvu_250633620.0,711431,250633620.0,23.8,1920x1080,100.0,IPS,5.0
phongvu_250633623.0,711433,250633623.0,27.0,2560x1440,120.0,IPS,1.0
phongvu_250633625.0,711437,250633625.0,27.0,1920x1080,180.0,IPS,1.0
phongvu_250633626.0,711435,250633626.0,24.5,1920x1080,300.0,IPS,0.5
phongvu_250633627.0,711436,250633627.0,27.0,2560x1440,180.0,IPS,0.5
phongvu_250633629.0,711439,250633629.0,24.5,1920x1080,120.0,IPS,1.0
phongvu_250633631.0,711445,250633631.0,23.8,1920x1080,240.0,IPS,1.0
phongvu_250633632.0,711443,250633632.0,27.0,1920x1080,200.0,VA,0.5
phongvu_250633633.0,711444,250633633.0,27.0,1920x1080,100.0,IPS,1.0
phongvu_250633634.0,711442,250633634.0,31.5,2560x1440,180.0,VA,0.5
phongvu_250633636.0,711447,250633636.0,27.0,1920x1080,240.0,IPS,1.0
phongvu_250635297.0,713345,250635297.0,34.0,2560x1440,180.0,VA,1.0
phongvu_250636706.0,714762,250636706.0,31.5,,60.0,IPS,5.0
phongvu_250637363.0,715421,250637363.0,27.0,2560x1440,180.0,IPS,1.0
phongvu_250637370.0,715427,250637370.0,27.0,2560x1440,180.0,IPS,1.0
phongvu_250637375.0,715434,250637375.0,34.0,2560x1440,240.0,OLED,0.03
phongvu_250638612.0,716699,250638612.0,27.0,1920x1080,240.0,IPS,1.0
phongvu_250638723.0,716810,250638723.0,26.5,2560x1440,240.0,OLED,0.03
phongvu_250638724.0,716812,250638724.0,27.0,2560x1440,210.0,IPS,1.0
phongvu_250638725.0,716811,250638725.0,24.5,1920x1080,200.0,IPS,1.0
phongvu_250640758.0,719854,250640758.0,27.0,,144.0,IPS,1.0
phongvu_250640764.0,719860,250640764.0,27.0,2560x1440,300.0,VA,0.5
phongvu_250645504.0,724692,250645504.0,27.0,1920x1080,75.0,IPS,5.0
phongvu_250645569.0,724757,250645569.0,,1920x1080,75.0,VA,1.0
phongvu_250645584.0,724772,250645584.0,,1920x1080,75.0,IPS,5.0
phongvu_250645587.0,724775,250645587.0,,1920x1080,75.0,IPS,5.0
phongvu_250645606.0,724794,250645606.0,,1920x1080,75.0,VA,1.0
phongvu_250645612.0,724800,250645612.0,23.8,1920x1080,75.0,,
phongvu_250645993.0,725160,250645993.0,27.0,2560x1440,100.0,IPS,6.0
phongvu_250645994.0,725161,250645994.0,21.5,1920x1080,100.0,VA,5.0
phongvu_250645995.0,725162,250645995.0,31.5,,100.0,IPS,5.0
phongvu_250645996.0,725163,250645996.0,34.0,2560x1440,100.0,IPS,5.0
phongvu_250646022.0,725189,250646022.0,27.0,,120.0,IPS,5.0
phongvu_250646063.0,725230,250646063.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_250711057.0,750260,250711057.0,24.0,1920x1080,60.0,IPS,5.0
phongvu_250713730.0,752852,250713730.0,23.8,2560x1440,100.0,IPS,5.0
phongvu_250715719.0,754924,250715719.0,27.0,1920x1080,120.0,IPS,4.0
phongvu_250717334.0,756627,250717334.0,23.8,1920x1080,120.0,IPS,1.0
phongvu_250717335.0,756629,250717335.0,27.0,,240.0,IPS,1.0
phongvu_250719843.0,759322,250719843.0,27.0,1920x1080,240.0,IPS,1.0
phongvu_250800176.0,762647,250800176.0,27.0,2560x1440,240.0,IPS,0.5
phongvu_250800183.0,762654,250800183.0,27.0,1920x1080,240.0,IPS,0.3
phongvu_250801760.0,764255,250801760.0,27.0,2560x1440,180.0,IPS,1.0
phongvu_250803174.0,765777,250803174.0,27.0,1920x1080,100.0,IPS,4.0
phongvu_250803181.0,765787,250803181.0,27.0,1920x1080,240.0,IPS,0.5
phongvu_250803188.0,765793,250803188.0,27.0,2560x1440,240.0,IPS,0.5
phongvu_250803202.0,765808,250803202.0,27.0,,165.0,IPS,1.0
phongvu_250804567.0,767180,250804567.0,27.0,2560x1440,240.0,OLED,0.03
phongvu_250804583.0,767196,250804583.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_250804593.0,767206,250804593.0,27.0,1920x1080,100.0,IPS,1.0
phongvu_250804646.0,767259,250804646.0,,1920x1080,75.0,VA,4.0
phongvu_250806027.0,768850,250806027.0,27.0,2560x1440,75.0,IPS,1.0
phongvu_250806028.0,768849,250806028.0,23.8,1920x1080,200.0,IPS,0.3
phongvu_250807884.0,770794,250807884.0,27.0,1920x1080,120.0,IPS,1.0
phongvu_250808264.0,771445,250808264.0,27.0,2560x1440,180.0,IPS,0.5
phongvu_250808265.0,771447,250808265.0,21.5,1920x1080,100.0,IPS,4.0
phongvu_250808266.0,771446,250808266.0,23.8,1920x1080,144.0,IPS,0.5
phongvu_250808267.0,771448,250808267.0,23.8,1920x1080,240.0,IPS,0.3
phongvu_250808749.0,771956,250808749.0,32.0,1920x1080,60.0,VA,4.0
phongvu_250808750.0,771962,250808750.0,21.5,1920x1080,100.0,VA,5.0
phongvu_250808756.0,771964,250808756.0,23.8,1920x1080,144.0,IPS,1.0
phongvu_250808757.0,771968,250808757.0,23.8,1920x1080,120.0,IPS,5.0
phongvu_250808763.0,771974,250808763.0,23.8,1920x1080,240.0,IPS,0.5
phongvu_250808764.0,771975,250808764.0,27.0,1920x1080,120.0,IPS,5.0
phongvu_250808771.0,771981,250808771.0,23.8,1920x1080,240.0,IPS,0.5
phongvu_250808777.0,771988,250808777.0,25.0,1920x1080,100.0,IPS,1.0
phongvu_250808782.0,771994,250808782.0,27.0,1920x1080,146.0,IPS,1.0
phongvu_250808785.0,771996,250808785.0,21.5,1920x1080,100.0,IPS,4.0
phongvu_250808867.0,772076,250808867.0,23.8,1920x1080,120.0,IPS,4.0
phongvu_250809111.0,772375,250809111.0,26.5,,240.0,OLED,0.03
phongvu_250809162.0,772426,250809162.0,34.0,2560x1440,240.0,OLED,0.03
phongvu_250809169.0,772434,250809169.0,27.0,,120.0,IPS,4.0
phongvu_250809183.0,772448,250809183.0,27.0,2560x1440,240.0,OLED,0.03
phongvu_250809190.0,772455,250809190.0,27.0,2560x1440,360.0,OLED,0.03
phongvu_250809197.0,772462,250809197.0,27.0,2560x1440,500.0,OLED,0.03
phongvu_250900400.0,772971,250900400.0,24.5,1920x1080,200.0,IPS,1.0
phongvu_250900401.0,772969,250900401.0,27.0,1920x1080,200.0,IPS,1.0
phongvu_250900402.0,772970,250900402.0,24.5,1920x1080,320.0,IPS,1.0
phongvu_250903966.0,776661,250903966.0,,1920x1080,75.0,VA,4.0
phongvu_250904205.0,776900,250904205.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_250906238.0,778950,250906238.0,49.0,2560x1440,240.0,OLED,0.03
phongvu_250906240.0,778953,250906240.0,32.0,,240.0,OLED,0.03
phongvu_250906258.0,778970,250906258.0,32.0,,240.0,OLED,0.03
phongvu_250906265.0,778978,250906265.0,27.0,,240.0,OLED,0.03
phongvu_250906272.0,778985,250906272.0,27.0,2560x1440,500.0,OLED,0.03
phongvu_250906279.0,778992,250906279.0,24.0,1920x1080,120.0,IPS,1.0
phongvu_250906286.0,778999,250906286.0,27.0,2560x1440,320.0,IPS,1.0
phongvu_250907331.0,780089,250907331.0,23.8,1920x1080,240.0,IPS,0.5
phongvu_250908287.0,781052,250908287.0,24.5,1920x1080,240.0,IPS,0.3
phongvu_250908294.0,781060,250908294.0,32.0,1920x1080,,,8.0
phongvu_250908301.0,781066,250908301.0,23.8,1920x1080,100.0,IPS,5.0
phongvu_250908310.0,781074,250908310.0,27.0,1920x1080,100.0,IPS,5.0
phongvu_250911683.0,784543,250911683.0,24.5,1920x1080,144.0,IPS,1.0
phongvu_250911690.0,784549,250911690.0,27.0,1920x1080,144.0,IPS,1.0
phongvu_250911697.0,784556,250911697.0,27.0,2560x1440,60.0,IPS,1.0
phongvu_250911698.0,784557,250911698.0,15.6,1920x1080,60.0,IPS,4.0
phongvu_251001963.0,788532,251001963.0,23.8,1920x1080,144.0,IPS,1.0
phongvu_251001977.0,788544,251001977.0,27.0,1920x1080,240.0,IPS,0.5
phongvu_251002212.0,788763,251002212.0,27.0,1920x1080,100.0,IPS,5.0
phongvu_251017479.0,807368,251017479.0,15.6,1920x1080,60.0,IPS,5.0
phongvu_251019106.0,809129,251019106.0,27.0,2560x1440,320.0,IPS,0.3
phongvu_251100572.0,811336,251100572.0,23.8,1920x1080,75.0,IPS,5.0
phongvu_251100613.0,811377,251100613.0,27.0,1920x1080,75.0,IPS,5.0
phongvu_251100616.0,811380,251100616.0,27.0,1920x1080,75.0,IPS,5.0
phongvu_251100617.0,811381,251100617.0,,2560x1440,200.0,IPS,1.0
phongvu_251100619.0,811383,251100619.0,24.5,1920x1080,200.0,IPS,0.5
phongvu_251100620.0,811384,251100620.0,,2560x1440,200.0,IPS,1.0
phongvu_251100625.0,811389,251100625.0,21.5,1920x1080,100.0,IPS,1.0
phongvu_251100628.0,811392,251100628.0,,2560x1440,200.0,IPS,1.0
phongvu_251100749.0,811513,251100749.0,24.0,1920x1080,75.0,IPS,8.0
phongvu_251100750.0,811514,251100750.0,24.0,1920x1080,75.0,IPS,8.0
phongvu_251100751.0,811515,251100751.0,24.0,1920x1080,75.0,IPS,8.0
phongvu_251100757.0,811521,251100757.0,27.0,2560x1440,100.0,IPS,
phongvu_251100760.0,811524,251100760.0,27.0,1920x1080,165.0,IPS,1.0
phongvu_251100769.0,811533,251100769.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_251100775.0,811539,251100775.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_251102026.0,812845,251102026.0,27.0,1920x1080,144.0,IPS,1.0
phongvu_251102046.0,812865,251102046.0,23.8,1920x1080,200.0,IPS,5.0
phongvu_251103268.0,813974,251103268.0,26.5,2560x1440,280.0,OLED,0.03
phongvu_251105482.0,816215,251105482.0,23.8,1920x1080,146.0,IPS,1.0
phongvu_251107193.0,818350,251107193.0,23.8,1920x1080,144.0,IPS,1.0
phongvu_251107217.0,818374,251107217.0,27.0,1920x1080,144.0,IPS,1.0
phongvu_251107224.0,818384,251107224.0,27.0,2560x1440,120.0,IPS,5.0
phongvu_251109191.0,820282,251109191.0,27.0,1920x1080,240.0,VA,0.5
phongvu_251111645.0,822739,251111645.0,27.0,2560x1440,255.0,IPS,0.3
phongvu_251111651.0,822746,251111651.0,27.0,2560x1440,180.0,VA,1.0
phongvu_251111657.0,822752,251111657.0,32.0,,240.0,OLED,0.03
phongvu_251111666.0,822758,251111666.0,32.0,,240.0,OLED,0.03
phongvu_251113481.0,824640,251113481.0,27.0,,160.0,IPS,0.5
phongvu_251113488.0,824645,251113488.0,27.0,1920x1080,144.0,IPS,1.0
phongvu_251113495.0,824652,251113495.0,27.0,2560x1440,75.0,IPS,1.0
phongvu_251202908.0,828537,251202908.0,24.5,1920x1080,240.0,IPS,1.0
phongvu_251202909.0,828538,251202909.0,27.0,2560x1440,280.0,OLED,0.03
phongvu_251202917.0,828543,251202917.0,24.5,1920x1080,240.0,IPS,1.0
phongvu_251202924.0,828552,251202924.0,27.0,1920x1080,240.0,VA,1.0
phongvu_251202930.0,828558,251202930.0,34.0,2560x1440,200.0,VA,1.0
phongvu_251202936.0,828564,251202936.0,27.0,,160.0,IPS,1.0
phongvu_251203801.0,829639,251203801.0,27.0,2560x1440,100.0,IPS,
phongvu_251203802.0,829640,251203802.0,27.0,,200.0,IPS,1.0
phongvu_251204018.0,829856,251204018.0,23.8,1920x1080,60.0,VA,5.0
phongvu_251204020.0,829858,251204020.0,21.5,1920x1080,100.0,IPS,1.0
phongvu_251204022.0,829860,251204022.0,23.8,1920x1080,100.0,IPS,4.0
phongvu_251208390.0,834498,251208390.0,27.0,2560x1440,120.0,IPS,6.0
phongvu_251210729.0,836944,251210729.0,24.0,1920x1080,144.0,IPS,5.0
phongvu_251211477.0,837866,251211477.0,29.0,,100.0,IPS,5.0
phongvu_251211484.0,837876,251211484.0,27.0,1920x1080,240.0,IPS,1.0
phongvu_251211492.0,837885,251211492.0,27.0,1920x1080,200.0,IPS,1.0
phongvu_251211499.0,837892,251211499.0,24.0,1920x1080,260.0,IPS,0.3
phongvu_251211506.0,837899,251211506.0,27.0,1920x1080,260.0,IPS,0.3
phongvu_251211507.0,837901,251211507.0,27.0,1920x1080,260.0,VA,0.3
phongvu_251212297.0,838778,251212297.0,23.8,1920x1080,120.0,IPS,1.0
phongvu_251212298.0,838780,251212298.0,27.0,2560x1440,144.0,IPS,0.5
phongvu_251212299.0,838779,251212299.0,32.0,,240.0,OLED,0.03
phongvu_251212300.0,838782,251212300.0,27.0,2560x1440,260.0,IPS,0.3
phongvu_251212301.0,838781,251212301.0,27.0,1920x1080,120.0,IPS,0.5
phongvu_251212302.0,838783,251212302.0,31.5,,240.0,OLED,0.03
phongvu_251212303.0,838784,251212303.0,39.0,2560x1440,240.0,OLED,0.03
phongvu_260102086.0,840926,260102086.0,23.8,1920x1080,260.0,IPS,1.0
phongvu_260102093.0,840932,260102093.0,27.0,2560x1440,180.0,IPS,1.0
phongvu_260102099.0,840937,260102099.0,23.8,1920x1080,144.0,IPS,1.0
phongvu_260104165.0,842943,260104165.0,34.0,2560x1440,180.0,VA,1.0
phongvu_260105193.0,844003,260105193.0,24.0,1920x1080,120.0,IPS,5.0
phongvu_260105207.0,844017,260105207.0,27.0,1920x1080,120.0,IPS,
phongvu_260105257.0,844070,260105257.0,24.0,1920x1080,120.0,IPS,5.0
phongvu_260105262.0,844072,260105262.0,24.0,1920x1080,120.0,IPS,5.0
phongvu_260105273.0,844083,260105273.0,34.0,3440 x 1440,180.0,VA,1.0
phongvu_260105371.0,844181,260105371.0,21.5,1920x1080,75.0,IPS,4.0
phongvu_260105383.0,844193,260105383.0,27.0,2560x1440,100.0,IPS,
phongvu_260105385.0,844195,260105385.0,23.8,1920x1080,100.0,IPS,4.0
phongvu_260105577.0,844387,260105577.0,,3840 x 2160,60.0,IPS,5.0
phongvu_260105578.0,844388,260105578.0,27.0,,200.0,IPS,1.0
phongvu_260105672.0,844481,260105672.0,27.0,2560x1440,200.0,IPS,1.0
phongvu_260105679.0,844489,260105679.0,27.0,2560x1440,180.0,IPS,1.0
phongvu_260105685.0,844496,260105685.0,27.0,2560x1440,240.0,OLED,0.03
phongvu_260105715.0,844527,260105715.0,15.6,1920x1080,60.0,IPS,7.0
phongvu_260105722.0,844532,260105722.0,23.8,1920x1080,144.0,IPS,6.0
phongvu_260106719.0,845545,260106719.0,25.0,1920x1080,144.0,IPS,1.0
phongvu_260106726.0,845551,260106726.0,27.0,,144.0,IPS,5.0
phongvu_260107401.0,846245,260107401.0,23.8,1920x1080,100.0,IPS,4.0
phongvu_260107687.0,846538,260107687.0,24.0,,100.0,IPS,5.0
phongvu_260109028.0,847903,260109028.0,28.0,3840x2160,60.0,IPS,4.0
phongvu_260109032.0,847907,260109032.0,24.0,1920x1200,75.0,IPS,5.0
phongvu_260200462.0,848786,260200462.0,23.8,1920x1080,200.0,VA,1.0
phongvu_260202509.0,850864,260202509.0,27.0,1920x1080,144.0,IPS,1.0
phongvu_260202514.0,850872,260202514.0,27.0,2560x1440,200.0,IPS,0.5
phongvu_260202515.0,850873,260202515.0,27.0,,180.0,IPS,1.0
phongvu_260202518.0,850876,260202518.0,24.5,1920x1080,144.0,IPS,1.0
phongvu_260202519.0,850877,260202519.0,37.0,,60.0,VA,5.0
phongvu_260202522.0,850880,260202522.0,27.0,1920x1080,144.0,IPS,1.0
phongvu_260202523.0,850881,260202523.0,37.0,,60.0,VA,5.0
phongvu_260202526.0,850884,260202526.0,24.5,1920x1080,144.0,IPS,0.5
phongvu_260202527.0,850885,260202527.0,27.0,2560x1440,180.0,OLED,0.03
phongvu_260202530.0,850888,260202530.0,27.0,2560x1440,280.0,OLED,0.03
phongvu_260202531.0,850889,260202531.0,19.5,,100.0,TN,5.0
phongvu_260203283.0,851658,260203283.0,23.8,1920x1080,120.0,IPS,1.0
phongvu_260300969.0,853657,260300969.0,21.5,1920x1080,75.0,IPS,4.0
phongvu_260301012.0,853700,260301012.0,27.0,,200.0,IPS,1.0
phongvu_260301013.0,853701,260301013.0,27.0,3840x2160,60.0,IPS,5.0
phongvu_260301016.0,853704,260301016.0,27.0,3840x2160,60.0,IPS,5.0
phongvu_260301153.0,853839,260301153.0,27.0,2560x1440,200.0,IPS,1.0
phongvu_260301656.0,854347,260301656.0,23.8,1920x1080,144.0,IPS,1.0
phongvu_260301663.0,854354,260301663.0,27.0,2560x1440,144.0,IPS,1.0
phongvu_260302517.0,855388,260302517.0,27.0,,100.0,IPS,5.0
phongvu_260303445.0,856324,260303445.0,27.0,2560x1440,200.0,IPS,0.5
phongvu_260303446.0,856325,260303446.0,23.8,1920x1080,144.0,IPS,1.0
phongvu_260303447.0,856327,260303447.0,24.5,1920x1080,240.0,IPS,0.5
phongvu_260303448.0,856326,260303448.0,21.45,1920x1080,120.0,VA,1.0
phongvu_260304750.0,857763,260304750.0,24.5,1920x1080,400.0,IPS,1.0
phongvu_260304751.0,857764,260304751.0,24.1,1920x1080,750.0,TN,0.8
phongvu_260304752.0,857762,260304752.0,24.5,1920x1080,310.0,IPS,0.3
phongvu_260305074.0,858090,260305074.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_260305075.0,858091,260305075.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_260305077.0,858093,260305077.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_260305081.0,858097,260305081.0,24.0,1920x1200,75.0,IPS,5.0
phongvu_260305082.0,858098,260305082.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_260305084.0,858100,260305084.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_260305087.0,858103,260305087.0,27.0,2560x1440,100.0,IPS,
phongvu_260305109.0,858125,260305109.0,27.0,2560x1440,100.0,IPS,4.0
phongvu_260305130.0,858146,260305130.0,27.0,3840x2160,120.0,IPS,8.0
phongvu_260305377.0,858393,260305377.0,23.8,1920x1080,120.0,IPS,4.0
phongvu_260400572.0,860357,260400572.0,27.0,1920x1080,144.0,IPS,6.0
phongvu_260402706.0,862513,260402706.0,34.0,2560x1440,120.0,VA,1.0
phongvu_260402861.0,862665,260402861.0,26.5,2560x1440,240.0,OLED,0.03
phongvu_260402953.0,862759,260402953.0,26.5,2560x1440,240.0,OLED,0.03
phongvu_260402955.0,862762,260402955.0,27.0,,60.0,IPS,4.0
phongvu_260402956.0,862763,260402956.0,34.0,2560x1440,120.0,VA,1.0
phongvu_260404883.0,864732,260404883.0,21.5,1920x1080,100.0,IPS,4.0
phongvu_260404924.0,864771,260404924.0,27.0,2560x1440,180.0,IPS,0.5
phongvu_260404926.0,864774,260404926.0,27.0,1920x1080,200.0,IPS,0.5
phongvu_260407229.0,867214,260407229.0,23.8,1920x1080,144.0,IPS,5.0
phongvu_260407244.0,867228,260407244.0,23.6,1920x1080,75.0,VA,7.0
phongvu_260501446.0,869606,260501446.0,23.8,1920x1080,144.0,IPS,1.0
phongvu_260501453.0,869613,260501453.0,27.0,1920x1080,144.0,IPS,1.0
phongvu_260501460.0,869620,260501460.0,27.0,2560x1440,120.0,IPS,1.0
phongvu_260501466.0,869626,260501466.0,27.0,2560x1440,120.0,IPS,1.0
